;Age;Gender;Education Level;Job Title;Years of Experience;Salary_usd;Country;Race;Graduated high-school type;Hours-per-week;Avarege Salary per-year_usd;Employment type 
4715;33.0;Male;Master's Degree;Senior Data Scientist;8.0;120000.0;China;Chinese;State; 42.5;103556;FT
4716;29.0;Female;Bachelor's Degree;Marketing Coordinator;3.0;55000.0;Canada;Asian;State; 42.5;40.33;FT
4717;31.0;Male;Bachelor's Degree;Junior Marketing Manager;5.0;70000.0;USA;Hispanic;State;50;76.978;FT
4718;38.0;Female;PhD;Senior Research Scientist;12.0;140000.0;China;Korean;State;30;146.66;FT
4719;25.0;Male;High School;Junior Sales Associate;1.0;30000.0;USA;Hispanic;State;32.5;116.666;FT
4720;32.0;Female;Master's Degree;Senior Software Engineer;7.0;100000.0;UK;White;Private;55;76.728;FT
4721;27.0;Male;Bachelor's Degree;Junior Data Analyst;2.0;50000.0;Australia;Asian;State;35.5;136.532;FT
4722;29.0;Female;Bachelor's Degree;Junior Marketing Manager;3.0;55000.0;USA;Hispanic;State;44;58.151;FT
4723;35.0;Male;PhD;Senior Research Scientist;10.0;130000.0;USA;African American;State;48.5;102.249;FT
4724;26.0;Female;Bachelor's Degree;Junior Software Engineer;1.0;45000.0;Australia;Asian;State;23;67.629;FT
4725;33.0;Male;Master's Degree;Senior Data Scientist;8.0;120000.0;China;White;Private;38;114.787;FT
4726;29.0;Female;Bachelor's Degree;Marketing Coordinator;3.0;55000.0;Canada;White;Private;38.5;85.032;FT
4727;31.0;Male;Bachelor's Degree;Junior Marketing Manager;5.0;70000.0;China;Chinese;State;40;51.079;FT
4728;38.0;Female;PhD;Senior Research Scientist;12.0;140000.0;China;White;Private;42.5;113.391;FT
4729;25.0;Male;High School;Junior Sales Associate;1.0;30000.0;UK;Mixed;Other;50;116.666;FT
4730;32.0;Female;Master's Degree;Senior Software Engineer;7.0;100000.0;USA;African American;Other;42.5;80.904;FT
4731;27.0;Male;Bachelor's Degree;Junior Data Analyst;2.0;50000.0;China;White;State;36;75.311;FT
4732;29.0;Female;Bachelor's Degree;Junior Marketing Manager;3.0;55000.0;USA;Hispanic;State;42.5;87.288;FT
4733;35.0;Male;PhD;Senior Research Scientist;10.0;130000.0;UK;White;State;55.5;61.112;FT
4734;26.0;Female;Bachelor's Degree;Junior Software Engineer;1.0;45000.0;UK;White;Private;40;72.646;FT
4735;33.0;Male;Master's Degree;Senior Data Scientist;8.0;120000.0;Canada;Asian;State;42.5;75.24;FT
4736;29.0;Female;Bachelor's Degree;Marketing Coordinator;3.0;55000.0;USA;African American;State; 42.5;140.94;FT
4737;31.0;Male;Bachelor's Degree;Junior Marketing Manager;5.0;70000.0;Australia;Asian;Private; 42.5;39.092;PT
4738;38.0;Female;PhD;Senior Research Scientist;12.0;140000.0;UK;Welsh;State; 47.5;102.249;FT
4739;25.0;Male;High School;Junior Sales Associate;1.0;30000.0;USA;White;State; 42.5;85.363;FT
4740;32.0;Female;Master's Degree;Senior Software Engineer;7.0;100000.0;China;Chinese;Other;50;148.425;FT
4741;27.0;Male;Bachelor's Degree;Junior Data Analyst;2.0;50000.0;China;Chinese;State; 42.5;50.494;FT
4742;29.0;Female;Bachelor's Degree;Junior Marketing Manager;3.0;55000.0;USA;Asian;State; 47.5;55.299;FT
4743;35.0;Male;PhD;Senior Research Scientist;10.0;130000.0;USA;White;Private; 47.5;107.005;FT
4744;26.0;Female;Bachelor's Degree;Junior Software Engineer;1.0;45000.0;China;White;State; 42.5;49.349;FT
4745;33.0;Male;Master's Degree;Senior Data Scientist;8.0;120000.0;Australia;Australian;State;45;159.959;FT
4746;29.0;Female;Bachelor's Degree;Marketing Coordinator;3.0;55000.0;USA;Asian;State; 42.5;67.691;FT
4747;31.0;Male;Bachelor's Degree;Junior Marketing Manager;5.0;70000.0;China;Chinese;State;45;111.498;FT
4748;38.0;Female;PhD;Senior Research Scientist;12.0;140000.0;USA;White;Private; 42.5;120.644;FT
4749;25.0;Male;High School;Junior Sales Associate;1.0;30000.0;Australia;White;Private; 47.5;189.843;FT
4750;32.0;Female;Master's Degree;Senior Software Engineer;7.0;100000.0;USA;African American;State; 42.5;62.045;FT
4751;27.0;Male;Bachelor's Degree;Junior Data Analyst;2.0;50000.0;Canada;Asian;State; 47.5;124.927;FT
4752;29.0;Female;Bachelor's Degree;Junior Marketing Manager;3.0;55000.0;Australia;Australian;State; 47.5;58.622;FT
4753;35.0;Male;PhD;Senior Research Scientist;10.0;130000.0;China;White;State; 42.5;136.532;FT
4754;26.0;Female;Bachelor's Degree;Junior Software Engineer;1.0;45000.0;Australia;White;Private; 37.5;63.43;FT
4755;28.0;Female;Bachelor's Degree;Junior Software Engineer;2.0;48000.0;Australia;White;Private;50;62.74;FT
4756;36.0;Male;Master's Degree;Senior Data Scientist;9.0;125000.0;China;Chinese;State; 42.5;100.561;FT
4757;30.0;Female;Bachelor's Degree;Marketing Coordinator;4.0;57000.0;USA;Asian;State;55;61.112;FT
4758;32.0;Male;Bachelor's Degree;Junior Marketing Manager;6.0;72000.0;UK;Mixed;State; 42.5;88.829;FT
4759;39.0;Female;PhD;Senior Research Scientist;13.0;145000.0;UK;White;Private; 42.5;72.021;FT
4760;26.0;Male;High School;Junior Sales Associate;2.0;31000.0;Australia;White;State; 47.5;102.249;FT
4761;33.0;Female;Master's Degree;Senior Software Engineer;8.0;105000.0;China;White;State; 42.5;100.561;FT
4762;28.0;Male;Bachelor's Degree;Junior Data Analyst;3.0;52000.0;China;White;Private; 47.5;35.538;PT
4763;30.0;Female;Bachelor's Degree;Junior Marketing Manager;4.0;57000.0;Canada;Black;Private; 42.5;88.855;FL
4764;36.0;Male;PhD;Senior Research Scientist;11.0;135000.0;China;Korean;State;50;63.43;CT
4765;27.0;Female;Bachelor's Degree;Junior Software Engineer;2.0;48000.0;USA;Asian;State; 42.5;66.741;FT
4766;34.0;Male;Master's Degree;Senior Data Scientist;9.0;125000.0;China;White;Private; Varies significantly;102.249;FT
4767;30.0;Female;Bachelor's Degree;Marketing Coordinator;4.0;57000.0;China;Chinese;Private; 42.5;113.391;FT
4768;32.0;Male;Bachelor's Degree;Junior Marketing Manager;6.0;72000.0;Australia;Australian;Private; 42.5;33.046;FT
4769;39.0;Female;PhD;Senior Research Scientist;13.0;145000.0;Australia;White;State; 42.5;41.112;FT
4770;26.0;Male;High School;Junior Sales Associate;2.0;31000.0;Canada;Asian;Other; 47.5;88.316;FT
4771;33.0;Female;Master's Degree;Senior Software Engineer;8.0;105000.0;Australia;Asian;State; 42.5;58.694;FT
4772;28.0;Male;Bachelor's Degree;Junior Data Analyst;3.0;52000.0;Canada;Black;Private; 42.5;159.55;FT
4773;30.0;Female;Bachelor's Degree;Junior Marketing Manager;4.0;57000.0;USA;White;State; 47.5;72.021;FT
4774;36.0;Male;PhD;Senior Research Scientist;11.0;135000.0;Canada;Black;Private; 42.5;85.032;FT
4775;27.0;Female;Bachelor's Degree;Junior Software Engineer;2.0;48000.0;Canada;Asian;Private; 47.5;123.701;FT
4776;34.0;Male;Master's Degree;Senior Data Scientist;9.0;125000.0;Canada;Black;Private; 42.5;100.561;FT
4777;30.0;Female;Bachelor's Degree;Marketing Coordinator;4.0;57000.0;UK;White;Private; 52.5;48.531;FT
4778;32.0;Male;Bachelor's Degree;Junior Marketing Manager;6.0;72000.0;Canada;White;State; 42.5;114.787;FT
4779;39.0;Female;PhD;Senior Research Scientist;13.0;145000.0;China;White;Other; 42.5;102.249;FT
4780;26.0;Male;High School;Junior Sales Associate;2.0;31000.0;USA;White;State;50;67.629;FT
4781;33.0;Female;Master's Degree;Senior Software Engineer;8.0;105000.0;UK;Mixed;State; 42.5;62.74;FT
4782;28.0;Male;Bachelor's Degree;Junior Data Analyst;3.0;52000.0;UK;Asian;State; 42.5;152.61;FT
4783;30.0;Female;Bachelor's Degree;Junior Marketing Manager;4.0;57000.0;China;Korean;Private; 47.5;54.339;FT
4784;36.0;Male;PhD;Senior Research Scientist;11.0;135000.0;Canada;Black;Other; 42.5;75.24;FT
4785;27.0;Female;Bachelor's Degree;Junior Software Engineer;2.0;48000.0;USA;White;State; 42.5;94.454;FT
4786;34.0;Male;Master's Degree;Senior Data Scientist;9.0;125000.0;Australia;Asian;State; 47.5;61.112;FT
4787;30.0;Female;Bachelor's Degree;Marketing Coordinator;4.0;57000.0;China;White;Other; 42.5;83.801;FT
4788;32.0;Male;Bachelor's Degree;Junior Marketing Manager;6.0;72000.0;China;Korean;State; 42.5;73.046;FT
4789;39.0;Female;PhD;Senior Research Scientist;13.0;145000.0;China;Chinese;State;55;56.691;FT
4790;26.0;Male;High School;Junior Sales Associate;2.0;31000.0;Australia;Australian;Private; 42.5;66.556;FT
4791;33.0;Female;Master's Degree;Senior Software Engineer;8.0;105000.0;Canada;White;Private; 47.5;102.249;FT
4792;28.0;Male;Bachelor's Degree;Junior Data Analyst;3.0;52000.0;Australia;Australian;State; 42.5;42.445;FT
4793;30.0;Female;Bachelor's Degree;Junior Marketing Manager;4.0;57000.0;UK;Asian;State; 42.5;102.249;FT
4794;36.0;Male;PhD;Senior Research Scientist;11.0;135000.0;Australia;Australian;State; 42.5;101.559;FT
4795;27.0;Female;Bachelor's Degree;Junior Software Engineer;2.0;48000.0;UK;Asian;State; 47.5;135.556;FT
4796;34.0;Male;Master's Degree;Senior Data Scientist;9.0;125000.0;UK;Mixed;Private; 52.5;116.666;FT
4797;30.0;Female;Bachelor's Degree;Marketing Coordinator;4.0;57000.0;USA;Asian;Other; 42.5;102.249;FT
4798;32.0;Male;Bachelor's Degree;Junior Marketing Manager;6.0;72000.0;Australia;White;State;45;53.796;FT
4799;39.0;Female;PhD;Senior Research Scientist;13.0;145000.0;USA;Asian;Private; 42.5;68.905;FT
4800;26.0;Male;High School;Junior Sales Associate;2.0;31000.0;China;Korean;State; 42.5;76.728;FT
4801;33.0;Female;Master's Degree;Senior Software Engineer;8.0;105000.0;UK;White;Private; 47.5;33.356;FT
4802;28.0;Male;Bachelor's Degree;Junior Data Analyst;3.0;52000.0;China;Korean;State; 47.5;198.668;FT
4803;30.0;Female;Bachelor's Degree;Junior Marketing Manager;4.0;57000.0;UK;Asian;State; 42.5;36.77;FT
4804;36.0;Male;PhD;Senior Research Scientist;11.0;135000.0;UK;White;Private; 47.5;103556;FT
4805;27.0;Female;Bachelor's Degree;Junior Software Engineer;2.0;48000.0;China;White;Private; 42.5;40.33;FT
4806;34.0;Male;Master's Degree;Senior Data Scientist;9.0;125000.0;China;Korean;State; 42.5;76.978;FT
4807;30.0;Female;Bachelor's Degree;Marketing Coordinator;4.0;57000.0;USA;Asian;State; 42.5;146.66;FT
4808;32.0;Male;Bachelor's Degree;Junior Marketing Manager;6.0;72000.0;China;White;State;50;116.666;FT
4809;39.0;Female;PhD;Senior Research Scientist;13.0;145000.0;China;Chinese;State; 42.5;76.728;FT
4810;26.0;Male;High School;Junior Sales Associate;2.0;31000.0;Canada;White;State; 47.5;136.532;FT
4811;33.0;Female;Master's Degree;Senior Software Engineer;8.0;105000.0;USA;African American;Other; 47.5;58.151;FT
4812;28.0;Male;Bachelor's Degree;Junior Data Analyst;3.0;52000.0;Canada;Black;State; 47.5;102.249;FT
4813;30.0;Female;Bachelor's Degree;Junior Marketing Manager;4.0;57000.0;UK;Welsh;State; 42.5;67.629;FT
4814;36.0;Male;PhD;Senior Research Scientist;11.0;135000.0;Canada;Black;Other; 47.5;114.787;FT
4815;27.0;Female;Bachelor's Degree;Junior Software Engineer;2.0;48000.0;Australia;Australian;State; 42.5;85.032;FT
4816;34.0;Male;Master's Degree;Senior Data Scientist;9.0;125000.0;China;Chinese;State; 42.5;51.079;FT
4817;30.0;Female;Bachelor's Degree;Marketing Coordinator;4.0;57000.0;Canada;Asian;Private; 42.5;113.391;FT
4818;32.0;Male;Bachelor's Degree;Junior Marketing Manager;6.0;72000.0;China;Korean;State; 42.5;116.666;FT
4819;39.0;Female;PhD;Senior Research Scientist;13.0;145000.0;China;White;State;42;80.904;FT
4820;26.0;Male;High School;Junior Sales Associate;2.0;31000.0;USA;Hispanic;State; 42.5;75.311;FT
4821;33.0;Female;Master's Degree;Senior Software Engineer;8.0;105000.0;USA;White;Private; 42.5;87.288;FT
4822;28.0;Male;Bachelor's Degree;Junior Data Analyst;3.0;52000.0;Australia;Asian;State; 42.5;61.112;FT
4823;30.0;Female;Bachelor's Degree;Junior Marketing Manager;4.0;57000.0;China;White;State; 42.5;72.646;FT
4824;36.0;Male;PhD;Senior Research Scientist;11.0;135000.0;UK;Mixed;State; 47.5;75.24;FT
4825;27.0;Female;Bachelor's Degree;Junior Software Engineer;2.0;48000.0;UK;Welsh;State; 42.5;140.94;FT
4826;34.0;Male;Master's Degree;Senior Data Scientist;9.0;125000.0;USA;White;Private; 42.5;39.092;FT
4827;30.0;Female;Bachelor's Degree;Marketing Coordinator;4.0;57000.0;USA;White;Private; 42.5;102.249;FT
4828;32.0;Male;Bachelor's Degree;Junior Marketing Manager;6.0;72000.0;UK;White;Private; 47.5;85.363;FT
4829;39.0;Female;PhD;Senior Research Scientist;13.0;145000.0;UK;Welsh;State; 47.5;148.425;FT
4830;26.0;Male;High School;Junior Sales Associate;2.0;31000.0;UK;White;Private; 42.5;50.494;FT
4831;33.0;Female;Master's Degree;Senior Software Engineer;8.0;105000.0;USA;Hispanic;Private; 42.5;55.299;FT
4832;28.0;Male;Bachelor's Degree;Junior Data Analyst;3.0;52000.0;USA;Hispanic;State; 42.5;107.005;FT
4833;30.0;Female;Bachelor's Degree;Junior Marketing Manager;4.0;57000.0;Australia;Asian;Private; 42.5;49.349;FT
4834;36.0;Male;PhD;Senior Research Scientist;11.0;135000.0;Australia;Asian;State; 42.5;159.959;FT
4835;27.0;Female;Bachelor's Degree;Junior Software Engineer;2.0;48000.0;UK;White;State;50;67.691;FT
4836;34.0;Male;Master's Degree;Senior Data Scientist;9.0;125000.0;Canada;Asian;State;30;111.498;FT
4837;30.0;Female;Bachelor's Degree;Marketing Coordinator;4.0;57000.0;USA;Hispanic;Other;32.5;120.644;FT
4838;32.0;Male;Bachelor's Degree;Junior Marketing Manager;6.0;72000.0;Canada;White;State;55;189.843;FT
4839;39.0;Female;PhD;Senior Research Scientist;13.0;145000.0;UK;Mixed;State;35.5;62.045;FT
4840;26.0;Male;High School;Junior Sales Associate;2.0;31000.0;USA;Asian;Other;44;124.927;FT
4841;33.0;Female;Master's Degree;Senior Software Engineer;8.0;105000.0;Australia;Asian;Private;48.5;58.622;FT
4842;28.0;Male;Bachelor's Degree;Junior Data Analyst;3.0;52000.0;Australia;Asian;State;23;136.532;FT
4843;30.0;Female;Bachelor's Degree;Junior Marketing Manager;4.0;57000.0;Australia;Australian;State;38;63.43;FT
4844;36.0;Male;PhD;Senior Research Scientist;11.0;135000.0;China;Korean;Private;38.5;62.74;FT
4845;27.0;Female;Bachelor's Degree;Junior Software Engineer;2.0;48000.0;UK;Asian;State;40;100.561;FT
4846;34.0;Male;Master's Degree;Senior Data Scientist;9.0;125000.0;China;Chinese;State;42.5;61.112;FT
4847;30.0;Female;Bachelor's Degree;Marketing Coordinator;4.0;57000.0;China;White;State;50;88.829;FT
4848;32.0;Male;Bachelor's Degree;Junior Marketing Manager;6.0;72000.0;China;Korean;Private;42.5;72.021;FT
4849;39.0;Female;PhD;Senior Research Scientist;13.0;145000.0;USA;African American;Private;36;102.249;FT
4850;26.0;Male;High School;Junior Sales Associate;2.0;31000.0;USA;Asian;State;42.5;100.561;FT
4851;33.0;Female;Master's Degree;Senior Software Engineer;8.0;105000.0;UK;Welsh;Private;55.5;35.538;FT
4852;28.0;Male;Bachelor's Degree;Junior Data Analyst;3.0;52000.0;Canada;Black;Private;40;88.855;FT
4853;30.0;Female;Bachelor's Degree;Junior Marketing Manager;4.0;57000.0;China;White;Private;42.5;63.43;FT
4854;36.0;Male;PhD;Senior Research Scientist;11.0;135000.0;UK;White;Private;42;66.741;FT
4855;27.0;Female;Bachelor's Degree;Junior Software Engineer;2.0;48000.0;Canada;Asian;State;55;102.249;FT
4856;34.0;Male;Master's Degree;Senior Data Scientist;9.0;125000.0;UK;Mixed;Private;42.5;113.391;FT
4857;30.0;Female;Bachelor's Degree;Marketing Coordinator;4.0;57000.0;Canada;Black;Private;44.5;33.046;FT
4858;32.0;Male;Bachelor's Degree;Junior Marketing Manager;6.0;72000.0;UK;White;Private;42.5;41.112;FT
4859;39.0;Female;PhD;Senior Research Scientist;13.0;145000.0;UK;Mixed;Private;44;88.316;FT
4860;26.0;Male;High School;Junior Sales Associate;2.0;31000.0;UK;Asian;Private;50;58.694;FT
4861;33.0;Female;Master's Degree;Senior Software Engineer;8.0;105000.0;Australia;White;Private; 42.5;159.55;FT
4862;28.0;Male;Bachelor's Degree;Junior Data Analyst;3.0;52000.0;USA;Asian;Private; 42.5;72.021;FT
4863;30.0;Female;Bachelor's Degree;Junior Marketing Manager;4.0;57000.0;USA;White;Private; 47.5;85.032;FT
4864;36.0;Male;PhD;Senior Research Scientist;11.0;135000.0;UK;Asian;State; 42.5;123.701;FT
4865;27.0;Female;Bachelor's Degree;Junior Software Engineer;2.0;48000.0;USA;White;Private;50;100.561;FT
4866;34.0;Male;Master's Degree;Senior Data Scientist;9.0;125000.0;UK;Asian;State; 42.5;48.531;FT
4867;30.0;Female;Bachelor's Degree;Marketing Coordinator;4.0;57000.0;UK;Welsh;Private; 47.5;114.787;FT
4868;32.0;Male;Bachelor's Degree;Junior Marketing Manager;6.0;72000.0;Canada;Asian;State; 47.5;102.249;FT
4869;39.0;Female;PhD;Senior Research Scientist;13.0;145000.0;Australia;White;State; 42.5;67.629;FT
4870;26.0;Male;High School;Junior Sales Associate;2.0;31000.0;Australia;Asian;State;45;62.74;FT
4871;33.0;Female;Master's Degree;Senior Software Engineer;8.0;105000.0;USA;African American;State; 42.5;152.61;FT
4872;28.0;Male;Bachelor's Degree;Junior Data Analyst;3.0;52000.0;USA;White;State;45;54.339;FT
4873;30.0;Female;Bachelor's Degree;Junior Marketing Manager;4.0;57000.0;Canada;Asian;Other; 42.5;75.24;FT
4874;36.0;Male;PhD;Senior Research Scientist;11.0;135000.0;China;Chinese;Private; 47.5;94.454;FT
4875;27.0;Female;Bachelor's Degree;Junior Software Engineer;2.0;48000.0;UK;Mixed;State; 42.5;61.112;FT
4876;26.0;Male;Bachelor's Degree;Senior Product Marketing Manager;5.0;85000.0;Canada;White;State; 47.5;83.801;FT
4877;28.0;Female;Master's Degree;Marketing Manager;7.0;110000.0;China;Chinese;State; 47.5;73.046;FT
4878;34.0;Male;PhD;Director of Marketing;12.0;170000.0;UK;Welsh;Private; 42.5;56.691;FT
4879;31.0;Male;Bachelor's Degree;Sales Director;9.0;140000.0;Australia;White;State; 37.5;66.556;FT
4880;24.0;Female;High School;Sales Associate;1.0;30000.0;Australia;Australian;Private;50;102.249;FT
4881;29.0;Male;Bachelor's Degree;Digital Marketing Manager;6.0;95000.0;UK;Asian;Private; 42.5;42.445;FT
4882;27.0;Female;Master's Degree;Content Marketing Manager;4.0;80000.0;China;Chinese;Private;55;102.249;FT
4883;33.0;Male;PhD;Sales Director;10.0;155000.0;USA;Asian;Private; 42.5;101.559;FT
4884;21.0;Female;High School;Junior Sales Representative;0.0;25000.0;China;White;Private; 42.5;135.556;FT
4885;36.0;Male;Bachelor's Degree;Sales Manager;11.0;160000.0;China;Korean;Private; 47.5;116.666;FT
4886;25.0;Female;Bachelor's Degree;Marketing Manager;3.0;65000.0;USA;African American;Private; 42.5;102.249;FT
4887;30.0;Male;Master's Degree;Financial Manager;7.0;120000.0;Australia;Australian;Private; 47.5;53.796;FT
4888;28.0;Female;PhD;Director of Marketing;6.0;105000.0;UK;Mixed;Private; 42.5;68.905;FT
4889;26.0;Male;Bachelor's Degree;Senior Product Marketing Manager;5.0;85000.0;Australia;Asian;Private;50;76.728;FT
4890;28.0;Female;Master's Degree;Marketing Manager;7.0;110000.0;USA;White;Private; 42.5;33.356;FT
4891;34.0;Male;PhD;Director of Marketing;12.0;170000.0;China;Chinese;State; Varies significantly;198.668;FT
4892;31.0;Male;Bachelor's Degree;Sales Director;9.0;140000.0;USA;White;Private; 42.5;36.77;FT
4893;24.0;Female;High School;Sales Associate;1.0;30000.0;UK;Welsh;Private; 42.5;103556;FT
4894;29.0;Male;Bachelor's Degree;Digital Marketing Manager;6.0;95000.0;Australia;Australian;Private; 42.5;40.33;FT
4895;27.0;Female;Master's Degree;Content Marketing Manager;4.0;80000.0;Australia;Asian;Private; 47.5;76.978;FT
4896;33.0;Male;PhD;Sales Director;10.0;155000.0;USA;Asian;State; 42.5;146.66;FT
4897;21.0;Female;High School;Junior Sales Representative;0.0;25000.0;USA;Asian;Private; 42.5;116.666;FT
4898;36.0;Male;Bachelor's Degree;Sales Manager;11.0;160000.0;Canada;White;Private; 47.5;76.728;FT
4899;25.0;Female;Bachelor's Degree;Marketing Manager;3.0;65000.0;USA;Hispanic;State; 42.5;136.532;FT
4900;30.0;Male;Master's Degree;Financial Manager;7.0;120000.0;Canada;White;Private; 47.5;58.151;FT
4901;28.0;Female;PhD;Director of Marketing;6.0;105000.0;Canada;Black;Private; 42.5;102.249;FT
4902;26.0;Male;Bachelor's Degree;Senior Product Marketing Manager;5.0;85000.0;Canada;Black;Other; 52.5;67.629;FT
4903;28.0;Female;Master's Degree;Marketing Manager;7.0;110000.0;UK;Welsh;Other; 42.5;114.787;FT
4904;34.0;Male;PhD;Director of Marketing;12.0;170000.0;Canada;Asian;State; 42.5;85.032;FT
4905;31.0;Male;Bachelor's Degree;Sales Director;9.0;140000.0;USA;White;Private;50;51.079;FT
4906;24.0;Female;High School;Sales Associate;1.0;30000.0;Canada;White;Private; 42.5;113.391;FT
4907;29.0;Male;Bachelor's Degree;Digital Marketing Manager;6.0;95000.0;China;Chinese;State; 42.5;116.666;FT
4908;27.0;Female;Master's Degree;Content Marketing Manager;4.0;80000.0;Canada;Black;State; 47.5;80.904;FT
4909;33.0;Male;PhD;Sales Director;10.0;155000.0;Canada;Black;State; 42.5;75.311;FT
4910;21.0;Female;High School;Junior Sales Representative;0.0;25000.0;China;White;Other; 42.5;87.288;FT
4911;36.0;Male;Bachelor's Degree;Sales Manager;11.0;160000.0;Australia;White;State; 47.5;61.112;FT
4912;25.0;Female;Bachelor's Degree;Marketing Manager;3.0;65000.0;Canada;Black;Private; 42.5;72.646;FT
4913;30.0;Male;Master's Degree;Financial Manager;7.0;120000.0;China;Korean;Private; 42.5;75.24;FT
4914;28.0;Female;PhD;Director of Marketing;6.0;105000.0;Australia;White;Private;55;140.94;FT
4915;26.0;Male;Bachelor's Degree;Senior Product Marketing Manager;5.0;85000.0;Canada;Black;State; 42.5;39.092;FL
4916;28.0;Female;Master's Degree;Marketing Manager;7.0;110000.0;USA;Hispanic;State; 47.5;102.249;FT
4917;34.0;Male;PhD;Director of Marketing;12.0;170000.0;Australia;Australian;State; 42.5;85.363;FT
4918;31.0;Male;Bachelor's Degree;Sales Director;9.0;140000.0;China;Korean;State; 42.5;148.425;CT
4919;24.0;Female;High School;Sales Associate;1.0;30000.0;Canada;Black;State; 42.5;50.494;FT
4920;29.0;Male;Bachelor's Degree;Digital Marketing Manager;6.0;95000.0;USA;White;State; 47.5;55.299;FT
4921;27.0;Female;Master's Degree;Content Marketing Manager;4.0;80000.0;UK;White;Private; 52.5;107.005;FT
4922;33.0;Male;PhD;Sales Director;10.0;155000.0;USA;White;State; 42.5;49.349;FT
4923;21.0;Female;High School;Junior Sales Representative;0.0;25000.0;USA;African American;State;45;159.959;FT
4924;36.0;Male;Bachelor's Degree;Sales Manager;11.0;160000.0;China;Chinese;State; 42.5;67.691;FT
4925;25.0;Female;Bachelor's Degree;Marketing Manager;3.0;65000.0;UK;Welsh;State; 42.5;111.498;FT
4926;30.0;Male;Master's Degree;Financial Manager;7.0;120000.0;Canada;Black;State; 47.5;120.644;FT
4927;28.0;Female;PhD;Director of Marketing;6.0;105000.0;Canada;Asian;State; 47.5;189.843;FT
4928;26.0;Male;Bachelor's Degree;Senior Product Marketing Manager;5.0;85000.0;China;Chinese;State; 42.5;62.045;FT
4929;28.0;Female;Master's Degree;Marketing Manager;7.0;110000.0;Canada;Black;Private; 47.5;124.927;FT
4930;34.0;Male;PhD;Director of Marketing;12.0;170000.0;UK;Welsh;State; 42.5;58.622;FT
4931;31.0;Male;Bachelor's Degree;Sales Director;9.0;140000.0;USA;African American;Other; 42.5;136.532;FT
4932;24.0;Female;High School;Sales Associate;1.0;30000.0;UK;Asian;State; 42.5;63.43;FT
4933;29.0;Male;Bachelor's Degree;Digital Marketing Manager;6.0;95000.0;Australia;Asian;State;50;62.74;FT
4934;27.0;Female;Master's Degree;Content Marketing Manager;4.0;80000.0;China;White;State; 42.5;100.561;FT
4935;33.0;Male;PhD;Sales Director;10.0;155000.0;China;Korean;State; 47.5;61.112;PT
4936;21.0;Female;High School;Junior Sales Representative;0.0;25000.0;USA;White;Private; 47.5;88.829;FT
4937;36.0;Male;Bachelor's Degree;Sales Manager;11.0;160000.0;Canada;White;Private; 47.5;72.021;FT
4938;25.0;Female;Bachelor's Degree;Marketing Manager;3.0;65000.0;Canada;White;Other; 42.5;102.249;FT
4939;30.0;Male;Master's Degree;Financial Manager;7.0;120000.0;Australia;White;State; 47.5;100.561;FT
4940;28.0;Female;PhD;Director of Marketing;6.0;105000.0;Australia;Australian;State; 42.5;35.538;FT
4941;26.0;Male;Bachelor's Degree;Senior Product Marketing Manager;5.0;85000.0;China;Korean;State; 42.5;88.855;FT
4942;28.0;Female;Master's Degree;Marketing Manager;7.0;110000.0;UK;Welsh;Private; 42.5;63.43;FT
4943;34.0;Male;PhD;Director of Marketing;12.0;170000.0;Australia;Australian;State; 42.5;66.741;FT
4944;31.0;Male;Bachelor's Degree;Sales Director;9.0;140000.0;China;White;State; Varies significantly;102.249;FL
4945;24.0;Female;High School;Sales Associate;1.0;30000.0;Canada;Asian;State; 42.5;113.391;FT
4946;29.0;Male;Bachelor's Degree;Digital Marketing Manager;6.0;95000.0;UK;Welsh;Other; 42.5;33.046;FT
4947;27.0;Female;Master's Degree;Content Marketing Manager;4.0;80000.0;Australia;White;State; 42.5;41.112;FT
4948;33.0;Male;PhD;Sales Director;10.0;155000.0;USA;Asian;State; 42.5;88.316;FT
4949;21.0;Female;High School;Junior Sales Representative;0.0;25000.0;China;Chinese;State; 47.5;58.694;FT
4950;36.0;Male;Bachelor's Degree;Sales Manager;11.0;160000.0;Australia;Asian;State; 42.5;159.55;FT
4951;25.0;Female;Bachelor's Degree;Marketing Manager;3.0;65000.0;UK;Asian;Private; 42.5;72.021;FT
4952;30.0;Male;Master's Degree;Financial Manager;7.0;120000.0;Canada;Black;State; 42.5;85.032;PT
4953;28.0;Female;PhD;Director of Marketing;6.0;105000.0;UK;White;Other; 47.5;123.701;FT
4954;26.0;Male;Bachelor's Degree;Senior Product Marketing Manager;5.0;85000.0;USA;White;State; 47.5;100.561;FT
4955;28.0;Female;Master's Degree;Marketing Manager;7.0;110000.0;UK;Asian;State; 42.5;48.531;FT
4956;34.0;Male;PhD;Director of Marketing;12.0;170000.0;China;Korean;State; 42.5;114.787;FT
4957;31.0;Male;Bachelor's Degree;Sales Director;9.0;140000.0;USA;White;State; 42.5;102.249;FT
4958;24.0;Female;High School;Sales Associate;1.0;30000.0;Canada;Asian;State; 42.5;67.629;FT
4959;29.0;Male;Bachelor's Degree;Digital Marketing Manager;6.0;95000.0;UK;Mixed;State; 42.5;62.74;FT
4960;27.0;Female;Master's Degree;Content Marketing Manager;4.0;80000.0;USA;White;State;50;152.61;FT
4961;33.0;Male;PhD;Sales Director;10.0;155000.0;USA;Asian;State;30;54.339;FT
